ESM1b_AVE_91,ESM1b_AVE_497,ESM1b_AVE_315
0.180289341,0.588485929,0.497788971
0.266845584,0.487457716,0.405044274
0.241996477,0.519549597,0.386155375
0.376224175,0.290806137,0.502932682
0.249846502,0.304495796,0.388052565
0.509351407,0.291672927,0.458912338
0.663330451,0.433285298,0.369068831
0.466972925,0.405616686,0.345072801
0.561351339,0.516648437,0.512461225
0.048463192,0.509113944,0.35894484
0.365632288,0.446458539,0.665853389
0.788272908,0.099658227,0.548970103
0.510091909,0.353395164,0.549512624
0.478802925,0.216588825,0.495155553
